Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Transaction_ID,Cardholder,Card_Brand,Card_Number,Category,Merchant,Location,Device
141574.0,1.9615878,-0.890489978,-0.5451854,-0.805810285,-0.836464711,-0.090791116,-0.950910851,0.222417618,1.701971926,-0.249577531,0.666105128,0.49332094,-1.241692758,0.193135553,0.190029574,0.235130901,-0.471955165,0.63872756,0.411418454,-0.190693363,0.258664536,0.857021304,0.159004766,0.761892191,-0.323221825,0.747800712,-0.046580286,-0.057074077,22.66,0,TXN-100010,Ethan Thorne,Visa,**** **** **** 1882,Dining,Fine Dining Paris,"Berlin, GER",Android App
77328.0,1.206091559,0.413766689,0.557590917,1.098709484,-0.283543867,-0.851671342,0.217105718,-0.25092915,-0.159489348,-0.065572613,-0.089163903,0.984905653,1.386602487,0.074662042,0.894396766,0.169432287,-0.558312257,-0.498170712,-0.301477542,-0.02908483,-0.207425565,-0.567322163,0.076275414,0.385201492,0.409747927,-0.636775168,0.030902061,0.034866993,15.97,0,TXN-100011,Elizabeth Sterling,Discover,**** **** **** 5761,Digital Services,Netflix,"Sydney, AUS",iPhone 15 Pro
59841.0,1.320125277,-0.665264355,0.045940302,-0.664810827,-0.742951061,-0.339117102,-0.538816813,0.068726774,-0.801767661,0.745406735,1.178632347,-0.489192432,-1.552433568,0.3165762,-0.520691309,0.497674353,0.732447033,-1.437209713,0.752975308,-0.049633397,0.218575118,0.593415152,-0.138575323,0.030391614,0.633261406,-0.048640397,-0.007834612,-0.011247283,20.0,0,TXN-100012,Chloe Vance,Visa,**** **** **** 6867,Digital Services,Spotify,"Chicago, USA",iPhone 15 Pro
78883.0,-0.302234873,-3.649804885,-0.338804122,-0.135714939,-1.522760896,1.547469144,-0.168734203,0.182434846,-0.184580531,0.100509931,-0.036581107,0.292560216,0.653083368,-0.64142558,-0.95684087,1.136722668,0.232580707,-0.917270366,1.082248199,1.834300223,0.514353717,-0.264734811,-0.902630419,-1.259871904,0.15817277,-0.239789597,-0.094647422,0.147521214,865.58,0,TXN-100013,Riley Thorne,Visa,**** **** **** 7963,Groceries,Kroger,"Tokyo, JPN",Android App
27187.0,-24.59024477,14.04456678,-26.27870059,6.320089265,-18.22451267,-4.609967826,-17.68100337,16.21362675,-3.794093469,-8.37275316,4.901682655,-6.872838664,0.769776763,-6.826584487,-0.05443418,-6.084952665,-12.37527053,-4.810344741,0.936742238,1.649202022,1.777062772,-1.804873686,-1.140604569,0.152234466,1.715997024,-0.220471199,1.434950581,0.422491858,99.99,1,TXN-100014,Elizabeth Sterling,Visa,**** **** **** 8166,Travel,Expedia,"Lagos, NGA",MacBook Safari
85181.0,-3.003459422,2.09615031,-0.487030348,3.06945316,-1.774328684,0.25180421,-4.328776495,-2.425478144,-0.985222034,-3.995210734,1.880601553,-2.325179128,0.636458663,-5.417499345,-0.262909465,-3.818085664,-3.700707026,-1.991412078,0.779950535,0.692537381,0.163966694,1.245648321,-0.26924134,0.537102119,-0.220756683,-0.059554773,0.460709677,-0.033550607,2.0,1,TXN-100015,Noah Sterling,MasterCard,**** **** **** 8929,Online Retail,Best Buy,"Kiev, UKR",Unknown API
95604.0,-0.441141903,1.069634566,0.796227019,-0.718285906,0.65102867,-0.832148259,1.196033312,-0.545244809,1.805844258,-0.69044609,0.034412812,-1.629199636,2.879956063,0.788200394,-1.773415783,-0.887530185,0.37826056,-0.2464568,-0.154219879,0.20523629,-0.081658983,0.712540946,-0.31938479,0.083500113,-0.013806439,0.058564892,0.322266306,0.06469763,10.0,0,TXN-100016,Emily Hayes,Discover,**** **** **** 6347,Luxury Goods,Tiffany & Co.,"London, UK",Windows Chrome
122608.0,-2.003459531,-7.159041717,-4.050976316,1.309579747,-2.058101588,-0.098620927,2.880082727,-0.727484047,1.460380551,-1.531607982,-1.394328262,-0.220718798,-1.530990431,1.075247654,0.388383209,-0.660655352,0.093320996,0.335742222,0.057551039,3.973217027,1.244286775,-1.015232287,-1.800984866,0.657585627,-0.435617247,-0.894508922,-0.397557387,0.314261714,2125.87,1,TXN-100017,Emma Wright,MasterCard,**** **** **** 8269,Travel,Hilton Hotels,"Moscow, RUS",MacBook Safari
158491.0,-0.502523204,-0.252303209,0.122093877,-1.327884934,-0.667378882,-0.072215712,0.098719668,0.457139841,0.363121258,-1.120163986,0.435488912,1.406758912,1.254431001,0.064660426,-0.126826773,0.263499447,-0.597981579,0.799687768,0.705275681,0.296617392,0.551814293,1.347386885,0.277167891,-0.359331445,-0.741665296,0.756614756,-0.05478117,0.002944099,160.0,0,TXN-100018,Elizabeth Sterling,MasterCard,**** **** **** 9125,Dining,UberEats,"London, UK",iPhone 15 Pro
20451.0,-15.81917872,8.775997153,-22.80468646,11.86486808,-9.092360532,-2.386893207,-16.56036811,0.948348595,-6.310658433,-13.08889092,9.815703174,-14.05606118,0.777191846,-13.76101796,-0.35363594,-7.957447226,-11.96295423,-4.780507788,0.652498045,0.992278949,-2.350633745,1.036361874,1.136050737,-1.043413741,-0.108923343,0.657436778,2.136424471,-1.411945375,1.0,1,TXN-100019,Bella Sterling,MasterCard,**** **** **** 3454,Online Retail,Target,"Moscow, RUS",Unknown API
148028.0,-1.053839609,4.362800684,-6.023533637,5.304534323,1.480738298,-2.193821452,-1.530816792,0.626857424,-4.037021409,-6.285424475,3.536145482,-7.959628432,-1.673428523,-12.45799893,-0.21388479,-1.424131271,-3.243685932,0.059956108,-1.802332497,0.531574093,0.397954324,-0.945401783,-0.376137523,-0.22048042,0.264002965,0.048934775,0.84721984,0.531931799,0.0,1,TXN-100020,Madison Sterling,Visa,**** **** **** 5494,Travel,Uber Trip,"Kiev, UKR",Windows Chrome
147039.0,0.092776031,-4.258837385,-3.275115468,-0.520346671,-0.320209305,1.404412415,0.838895808,-0.005093667,-0.844639261,0.425485142,0.883814757,-0.333409851,-0.632311305,0.739547646,0.281592068,0.339898179,0.713991841,-1.89021552,-0.183746964,2.003942321,0.987473462,0.486869498,-0.870540234,-0.867180155,-0.316223388,-0.050946858,-0.216285594,0.090098502,1065.62,0,TXN-100021,Victoria Sterling,Discover,**** **** **** 2946,Digital Services,AWS Cloud,"Tokyo, JPN",iPhone 15 Pro
56624.0,-7.90142135,2.720472487,-7.885935672,6.348333551,-5.480119036,-0.33305924,-8.682376445,1.164431078,-4.542447386,-7.74848005,5.266585873,-8.679678803,-1.166365678,-8.107974661,0.701364761,-6.288305758,-13.7531308,-4.329239274,1.504250211,-0.614719344,0.077739051,1.092436595,0.320132727,-0.434642553,-0.380687072,0.213630359,0.423620329,-0.105168534,153.46,1,TXN-100022,Emma Wright,MasterCard,**** **** **** 3808,Luxury Goods,Rolex Boutique,"Lagos, NGA",Unknown API
35198.0,1.104583913,-0.191646808,0.238803557,0.946056798,0.09792449,0.857984698,-0.297891037,0.154884345,0.604362916,-0.204375444,-1.626479899,0.254087946,0.812272211,-0.268408386,0.761249362,0.151577402,-0.580911526,0.027152972,-0.210183836,0.057465683,0.104293889,0.385828541,-0.346914091,-1.273019696,0.743831405,-0.117374098,0.057212638,0.025453836,79.0,0,TXN-100023,Matthew Mercer,MasterCard,**** **** **** 7642,Travel,Uber Trip,"Sydney, AUS",Android App
131024.0,0.469749517,-1.23755547,-1.767340616,4.833490128,-0.268714559,-0.512759848,1.140148806,-0.341273,-1.046350984,0.085661535,-0.00012118,-0.054380843,0.736191603,-2.306644788,-0.464003364,1.6727228,1.165736541,0.561322707,-2.300797676,1.277315034,0.303905313,-0.647075252,-0.373013646,0.260801138,-0.496566412,-0.245972762,-0.117857669,0.144774181,723.21,1,TXN-100024,Owen Thorne,MasterCard,**** **** **** 4825,Travel,Airbnb,Unknown IP,Android App
10133.0,-1.585445812,0.905019775,0.627689123,1.482845972,0.078538038,1.357570573,0.259394058,-2.5693277,1.151862454,-0.491369703,-0.343062608,-2.299746069,1.944685024,1.413929222,-0.434222338,-0.837093466,1.18405742,-0.17896892,0.857994977,-1.062307467,1.887034173,-0.843576218,-0.370631598,-0.775083298,-0.052928184,-0.185650559,0.671924042,-0.025157841,261.56,0,TXN-100025,Amelia Sterling,MasterCard,**** **** **** 4536,Dining,UberEats,"London, UK",Android App
65739.0,-0.821474934,0.637155013,1.5832459,0.080623357,0.684408084,-0.658578334,0.682629055,0.06242932,-0.48949302,-0.718704695,-0.476044991,-0.33716479,-0.767401606,0.38143207,0.676259979,-0.031056007,-0.336873711,-0.440813493,-1.278509011,-0.123598298,0.109200036,0.153013247,-0.262358446,0.052436598,0.692236425,-0.377851808,-0.039084871,-0.025002589,12.0,0,TXN-100026,Emily Hayes,MasterCard,**** **** **** 7068,Groceries,Safeway,"Los Angeles, USA",iPhone 15 Pro
71890.0,0.059392935,-1.837391158,0.634115075,2.149905585,-1.218176541,0.792888551,0.174666976,0.141334047,1.172546562,-0.665954614,-1.080876257,1.062331383,-0.063138167,-0.644787835,-1.649297771,-1.082118703,0.783839852,-1.259082348,0.005014723,0.87374435,-0.094219805,-0.9892714,-0.38227969,0.111678295,0.235596961,-0.566424007,-0.007779274,0.120965842,538.85,0,TXN-100027,Bella Sterling,Discover,**** **** **** 4802,Groceries,Whole Foods,"Paris, FRA",Android App
143166.0,2.064475582,0.056221689,-1.03025273,0.403974378,-0.020251286,-1.185520252,0.280370724,-0.416307927,0.325281946,0.031858856,-0.490168096,1.199319763,1.487190885,-0.007817738,-0.117089329,-0.174756321,-0.36627845,-1.047544992,0.133434735,-0.13524991,-0.272847104,-0.580277739,0.325012708,0.085275337,-0.251030303,0.190704373,-0.061235684,-0.05694397,0.89,0,TXN-100028,Joseph Sterling,Amex,**** **** **** 5699,Groceries,Whole Foods,"Paris, FRA",Android App
133292.0,1.895816672,-0.111575267,-1.787544151,0.339968719,0.243478872,-0.722964823,0.084753602,-0.118045912,0.756818635,-0.760467857,1.03654465,0.956843353,-0.043933655,-1.423609554,-0.754936484,0.257045084,0.873963753,0.581004373,0.426726445,-0.058059597,-0.186852335,-0.402003939,0.092918019,-0.517157041,-0.079182928,-0.088276982,-0.014406281,-0.023206885,59.14,0,TXN-100029,Levi Hayes,MasterCard,**** **** **** 2970,Dining,McDonald's,"Chicago, USA",iPhone 15 Pro
60353.0,-3.975216475,0.581573271,-1.880372107,4.31924128,-3.02432976,1.240792771,-1.909558926,0.660717557,-2.752610565,-3.550385399,4.838964187,-6.040235379,-0.374460484,-6.221945359,0.958758444,-5.073642635,-10.44100867,-3.755524601,0.606452965,-0.656511434,0.578984296,1.39731082,1.04532195,-0.303999869,0.005294959,0.235435244,0.962014797,-0.673557393,454.82,1,TXN-100030,Jackson Thorne,MasterCard,**** **** **** 6806,Online Retail,Best Buy,"Lagos, NGA",Windows Chrome
161154.0,-3.387601029,3.977880741,-6.978585065,1.657765845,-1.100499733,-3.599486973,-3.68665071,1.942252225,-3.065089267,-7.509557474,2.989626407,-5.993632424,-0.164740078,-8.388442969,0.042128998,-4.137500501,-6.103903073,-1.972927803,0.434072537,-0.00430059,1.043587159,0.262188674,-0.479223921,-0.3266382,-0.15693859,0.113806571,0.35412426,0.287592125,0.38,1,TXN-100031,Aniyah Hayes,Visa,**** **** **** 7142,Luxury Goods,Gucci,Unknown IP,MacBook Safari
52993.0,-2.131812071,0.400819489,0.283862337,-0.95380113,-1.276103753,0.269430848,-0.980566523,1.275068273,-1.78350395,-0.320965039,-1.38297595,-0.77941861,0.472743388,0.605644406,1.438894847,1.36279277,0.873980482,-1.171584787,1.419797923,-0.126931851,0.144640347,-0.184155068,-0.328793481,-0.905089411,0.120991655,-0.21199093,-0.432603263,-0.291179613,100.0,0,TXN-100032,Scarlett Wright,MasterCard,**** **** **** 3819,Online Retail,Target,"New York, USA",iPhone 15 Pro
140524.0,-0.192514597,1.307058663,0.778470617,2.627891994,2.008981141,0.636703599,1.968646128,-1.335022106,-0.303426198,2.785139176,-1.825814963,-1.565186995,-0.59657849,-1.038581674,-0.704784689,0.385740094,-1.538154622,-0.489715496,-0.68731386,-0.025861662,-0.385240346,-0.575170025,-0.0735967,-1.162735314,-0.997134498,-0.558701142,-1.674812142,-0.959688915,12.0,0,TXN-100033,Harper Vance,Visa,**** **** **** 1364,Digital Services,AWS Cloud,"Tokyo, JPN",Windows Chrome
121253.0,2.134865115,-0.820925504,-0.765065507,-0.691699519,-1.02056301,-1.267874363,-0.542279014,-0.314224069,-0.247809141,0.752328404,-0.351523039,-0.21065871,0.283115626,-0.253627963,-0.076728404,0.696664532,0.44550428,-1.736451784,0.414008664,-0.023281203,0.232217198,0.725976192,0.187280735,0.384840276,-0.116735316,-0.183878558,-0.013729316,-0.050626753,25.0,0,TXN-100034,Oliver Vance,MasterCard,**** **** **** 5258,Groceries,Trader Joe's,"London, UK",Firefox Linux
67460.0,-3.094566585,2.633086103,-0.21531907,-2.148657274,-0.232266183,0.190178263,-0.130661493,1.01366551,1.214698715,1.819119382,0.444243805,0.773495594,0.467058015,-0.18933133,0.201018011,0.77337317,-0.960558626,-0.049894332,-0.563109,0.990831814,-0.338265485,-0.280065863,-0.054070513,-1.143766712,0.124796098,0.761054522,0.240833057,-0.221261412,0.77,0,TXN-100035,Julian Thorne,Discover,**** **** **** 4119,Dining,Olive Garden,"Berlin, GER",MacBook Safari
94362.0,-26.45774465,16.4974719,-30.17731746,8.904156771,-17.89259969,-1.227903881,-31.19732855,-11.43892041,-9.462572605,-22.18708856,4.419996602,-10.59230501,-0.703795804,-3.926207316,-2.400246492,-6.80988994,-12.46231495,-5.501050784,-0.567939573,2.812241109,-8.755698321,3.460893345,0.896537504,0.254835537,-0.738096559,-0.966564234,-7.263482146,-1.324884307,1.0,1,TXN-100036,Bella Sterling,MasterCard,**** **** **** 2863,Luxury Goods,Cartier,"Kiev, UKR",iPhone 15 Pro
40132.0,-5.275073168,3.743728702,-1.361742495,-0.01308233,-3.434672108,0.285985508,-3.470353285,4.352668798,-0.196853307,-0.783502054,-0.704353486,1.402750145,-1.067028438,2.395198366,-0.454236994,1.05644031,1.339682938,0.527107362,0.089582168,-0.496057204,0.285720221,-0.158192208,0.245143872,-0.329994588,0.481115822,0.389857854,-0.954101426,-0.222336017,6.49,0,TXN-100037,Noah Sterling,Visa,**** **** **** 1115,Groceries,Kroger,"New York, USA",iPhone 15 Pro
148074.0,-2.219218602,0.727831411,-5.458229947,5.924849847,3.932463824,-3.085984237,-1.677869988,0.86507461,-3.177260289,-3.419207384,3.693173942,-3.978439755,-1.718590875,-8.636297394,-0.242964821,1.174884173,2.134606357,2.594364833,-1.25758898,0.964771804,0.417471746,-0.817343384,-0.028752402,0.025722511,-0.825835343,-0.01308903,0.413291189,-0.131387346,0.0,1,TXN-100038,John Sterling,Visa,**** **** **** 8084,Luxury Goods,Tiffany & Co.,"Moscow, RUS",Unknown API
28625.0,-27.84818067,15.59819266,-28.92375595,6.418441747,-20.34622816,-4.828202466,-19.21089642,18.32940553,-3.668734939,-8.009159386,4.303095818,-6.008660007,1.138968829,-5.58044712,-0.110737116,-5.491073262,-11.5885436,-4.715420171,0.734573493,1.697856263,1.802149134,-2.062934276,-1.269843436,0.165409188,1.999499113,-0.211058522,1.324809493,0.388090178,99.99,1,TXN-100039,William Hayes,Visa,**** **** **** 9016,Luxury Goods,Tiffany & Co.,"Kiev, UKR",Firefox Linux
63099.0,1.439755187,-1.1324334,0.689557584,-1.566143264,-1.380794731,0.19263859,-1.402328833,0.132130655,-1.928539142,1.535336299,1.21466944,0.081563935,1.14809217,-0.414329769,0.348785762,-0.178679018,0.246940939,0.385713803,-0.39020621,-0.294126882,0.003004968,0.457738,-0.029302657,-0.286978194,0.30277675,-0.072964234,0.068429812,0.011430575,10.4,0,TXN-100040,Matthew Mercer,MasterCard,**** **** **** 3384,Groceries,Costco,"Sydney, AUS",iPhone 15 Pro
116426.0,-5.602170282,4.886231827,-4.281161399,-0.72140323,-3.090483488,-1.802461641,-2.431675907,3.94246712,0.330110089,0.638346129,-2.07218689,1.759073468,0.61930822,2.363661966,-0.602194585,0.848198173,1.085125961,-0.563143584,-0.438738425,0.214384516,-0.194462361,-0.894051757,0.603761841,-0.000707012,0.221317285,0.174038901,-0.115257705,-0.155507232,8.99,0,TXN-100041,Lucas Sterling,Visa,**** **** **** 4935,Dining,UberEats,"Chicago, USA",Android App
157163.0,2.011044083,-0.240698813,-1.045711235,0.341544139,-0.306228174,-0.988962066,-0.048798878,-0.082746331,0.571752767,0.299415353,0.707189634,0.117244175,-1.993905326,0.867106605,-0.452525274,0.155857101,-0.393093133,-0.164537099,0.41366644,-0.341358177,-0.25382628,-0.72982542,0.362623123,0.023890457,-0.407218991,0.179231318,-0.087257298,-0.07334008,1.98,0,TXN-100042,Luke Mercer,Visa,**** **** **** 8742,Cash Withdrawal,Citibank ATM,"Chicago, USA",iPhone 15 Pro
170175.0,-0.273042368,0.859579324,0.662955091,-1.049297191,0.777263363,-0.138528126,0.667286077,-0.155457888,0.748006723,-1.028115879,-1.258558202,-0.195091866,0.651925544,-1.873577846,0.523314895,0.752338366,-0.108532382,0.532396621,-0.033756401,0.158232546,-0.369701148,-0.717652537,-0.206186884,-1.185644953,-0.059776462,-0.228861085,-0.008016638,-0.123251878,7.24,0,TXN-100043,Evelyn Wright,Visa,**** **** **** 6442,Luxury Goods,Prada,"Sydney, AUS",iPhone 15 Pro
127537.0,1.879873756,-0.288187219,-1.360934088,0.576304591,-0.11169398,-1.279184332,0.393463936,-0.453321177,0.275004816,0.150127297,-0.60848116,0.461930402,0.631210915,0.355526122,0.552296828,0.001789084,-0.532561303,-0.272267628,-0.36317355,0.016411211,0.288580182,0.762194532,-0.05859266,0.126262205,0.101846708,0.476571775,-0.082557509,-0.047135619,104.0,0,TXN-100044,Olivia Thorne,MasterCard,**** **** **** 3490,Online Retail,Walmart,"Los Angeles, USA",Android App
109298.0,-1.00061052,3.346850002,-5.534491171,6.835802039,-0.299803294,0.095951299,-2.440419274,1.286301196,-2.766438283,-4.458007701,4.696533392,-8.76211334,0.985826601,-7.320272022,-1.063840458,-3.371124711,-4.251157868,-0.4300573,1.804013339,1.189813792,0.439756764,-0.694099204,0.299660329,-0.657600628,0.101647559,0.430457439,0.82468545,0.326952273,186.13,1,TXN-100045,Joseph Sterling,MasterCard,**** **** **** 7980,Travel,Expedia,"Moscow, RUS",Firefox Linux
83442.0,1.20786883,0.222844621,0.066602459,1.196307784,0.327502491,0.316073,0.12280772,-0.015837312,0.213169928,-0.153356583,-1.134365569,0.726185481,0.904443445,-0.158969459,-0.129806307,-0.519708157,-0.091152414,-0.812555635,-0.060702762,-0.089495092,-0.141471852,-0.141488788,-0.184375415,-0.733732037,0.80165805,-0.264073237,0.043070526,0.010793621,16.88,0,TXN-100046,Charlotte Wright,Visa,**** **** **** 8661,Groceries,Trader Joe's,"Tokyo, JPN",iPhone 15 Pro
67826.0,1.315752759,-1.049811243,1.645476226,-0.173363013,-1.995260297,0.114118636,-1.57881929,0.23887669,0.756464374,0.27124559,-1.211777544,-0.253788304,-0.283880016,-1.334723529,-1.339711337,0.572606888,0.90926256,-1.328028597,0.991820624,0.005141865,0.13421587,0.741208427,-0.084782793,0.460157551,0.47096652,-0.044690212,0.084740137,0.026213853,1.4,0,TXN-100047,Lillian Vance,Visa,**** **** **** 2724,Digital Services,Spotify,"London, UK",iPhone 15 Pro
861.0,-0.945987402,1.232753358,0.820312644,0.31106357,0.98173628,0.935187763,0.566925625,-0.008603552,-0.621911711,0.380949147,0.454997625,0.813051962,1.348535719,0.0126364,0.714734907,-0.007153155,-0.796041545,0.403173695,0.913516182,-0.044042659,0.124922285,0.284644068,-0.197950686,-1.326060871,-0.161714669,-0.382919123,-0.488499599,0.14447038,10.0,0,TXN-100048,Lucas Sterling,MasterCard,**** **** **** 9182,Online Retail,Walmart,"Paris, FRA",iPhone 15 Pro
125794.0,-2.179277689,0.894146762,1.528651114,-0.583627691,-1.124017136,1.958785336,-0.538042949,-4.124637119,1.227538309,-0.522392239,-1.893577008,-0.350695666,-0.014040404,-0.614537416,1.241688141,0.765983045,-0.764247229,1.112436136,0.377679915,-1.393120328,3.695392019,-0.729567385,-0.923195043,-0.963712497,0.409718694,0.017708064,0.5893055,-0.299257723,324.0,0,TXN-100049,Aria Mercer,MasterCard,**** **** **** 3767,Dining,McDonald's,"Los Angeles, USA",iPhone 15 Pro
141925.0,0.120301418,1.974141135,-0.434086817,5.3907931,1.289683729,0.280590024,0.221962545,0.067826755,-1.387054053,-0.04512533,0.195839104,-0.629085831,0.681222338,-4.71552124,-0.287876291,0.497433587,3.871617564,1.492394037,0.506039979,0.205691232,-0.038689615,0.204553809,-0.167312971,0.791547134,-0.223675472,0.473223171,-0.160201937,0.065039452,0.76,1,TXN-100050,Emma Wright,MasterCard,**** **** **** 2137,Travel,Airbnb,"Lagos, NGA",Firefox Linux
118545.0,-1.705623301,-1.021133947,0.920535677,-1.635928372,3.274566811,3.739619543,-0.850635283,1.369253894,0.65334588,-1.414087936,-0.701349227,0.345317856,-0.441573229,-0.361436899,-0.659048816,-0.187644923,-0.416603524,-0.338065064,-0.413344866,0.298872517,-0.109424118,-0.665377451,0.033627124,0.667569549,0.638927398,-0.485751171,0.027865434,0.083320524,51.9,0,TXN-100051,Abigail Thorne,Visa,**** **** **** 5117,Groceries,Trader Joe's,"Paris, FRA",iPhone 15 Pro
154595.0,-1.044926033,1.289381527,-0.127798997,0.322831225,0.227628742,-0.262884068,0.118693949,0.793326027,-0.527695325,-0.897975438,-1.463057396,0.340604748,0.263916711,0.654377349,-0.244172191,0.199779692,-0.281076859,-0.036986494,-0.570192289,-0.387740559,0.164972809,0.203343963,-0.137385695,0.584225026,0.177173366,-0.705496613,-0.282191941,-0.13279504,20.39,0,TXN-100052,Scarlett Wright,MasterCard,**** **** **** 4420,Travel,Airbnb,"Chicago, USA",Android App
160895.0,-0.848290217,2.719882116,-6.199070197,3.044437186,-3.301909553,-1.992116836,-3.734901766,1.520078973,-2.548788173,-4.533515403,2.288021747,-5.26720467,0.39479995,-4.287995777,1.315279467,-6.469186891,-8.713920051,-3.705069743,3.531002898,0.319576271,1.125229259,0.805257865,0.199119186,0.035206201,0.012158763,0.601657823,0.137467682,-0.171396981,127.14,1,TXN-100053,Julian Thorne,Visa,**** **** **** 6845,Online Retail,Target,"Paris, FRA",Unknown API
